,label,text
10,1,i stay fairmont chicago one night i 'm frequent busi travel familiar travel ritual i check late almost 10pm due flight cancel home airport -- atlanta i took shuttl airport best option lieu price taxi first time stay hotel upon arriv i immedi notic entranc appear welcom warm i check problem -- desk person even ask i 'd prefer king doubl reconfirm reserv prefer i alway take king i bed fantast it suit great linen incred feather pillow name encompass made the pillow factori -- i check tag sinc i plan buy i ate dinner hotel restaur aria mention like consid separ hotel -- ye stand 's the food asian fusion truli wonder -- gourmand life-long foodi i appreci great food i tast the hotel servic good well onli drawback breakfast buffet restaur -- seem need stick dinner theme sole they miss mark rel simpli thing like scrambl egg buffet tast bit 'metal but made get special order made immedi i pass buffet i would highli recommend hotel -- atmospher great view get room one fabul dinner -- pa breakfast buffet
11,1,ok first trip chicago i litll worri hotel locat final i decid conrad wath good experi i book king delux room 6th floor view amaz coplaint could room nice bath applianc good size good plasma tv free internet ask one day breaksfast amaz food overal price aroufn it great surpris locat good block everyth quiet hotel
12,1,"we arriv 10:30 friday room readi u 11:30 mind check 3:00pm we got room pricelin 65.00 per night stay night we upgrad free suit i think i blown away i forgot thank check-in our room fantast it also wet bar fridg the bathroom quit larg nice size closet mani hanger i knew previou review touch mini-bar the bed pillow comfort the room clean everi employe went way friendli help we stay 25th floor east tower quiet room ye could hear peopl hallway rude yell these child adult i n't know everyon complain park thi chicago everi hotel saw charg much without in/out privledg we n't use restaur health club we tri eat corner bakeri crowd breakfast nearbi houlihan 's buffet 9.99 per person also groceri store behind hotel great there 7-11 far away i n't know mani bad review hotel ye 's big hotel if n't want busi lobbi n't stay 2,000 plu room hotel i love hotel would recommend anyon not one problem wa n't busi would stay heartbeat"
13,1,my wife i came spend weekend downtown chicago shop found conrad hotel well locat close everyth downtown size n't make feel lost convent world we feel stay larger hotel past our suit view michigan avenu bit lake end staff profession pleasant friendli make u feel comfort internet free n room i make review
14,1,i got sunday night stay priceline.com would hard complain ... truli great hotel even i paid doubl the first impress get walk slide door hyatt regenc chicago wow the lobbi beauti upscal mall type look open area restaur plenti couch seat etc peopl watch lake water fountain you take escal concierge/directory/check area the hotel let check 12pm i 3pm check time i suggest call ahead like i know come early.th woman desk friendli i request higher level floor happi look even told i room 18th floor veiw river go higher view i thought pretti nice give inform i wouldnt get stuck room view wall the room big i doubl room the bed beauti great pillow blanket headboard etc an ipod alarm clock nice 21st centuri touch room great plug ipod listen music get readi night relax long day tour chicago the view nice bathroom spotless great toiletri anoth great featur concierg area 's comput give access print board pa get airport you simpli look screen click airlin icon follow instruct i board pass minut came handi i got ohar abl skip long line frustrat passeng i hotel day far one better hotel experi i i travel alot it busi hotel definit great choic famili coupl definit would stay im pass chicago
15,1,thi superb hotel the room huge includ luxuri bathroom it clean servic first rate breakfast excel complimentari hilton honor member hotel good locat connect mall i imagin would great asset chicago winter next time i go chicago i stay sure
16,1,we stay conrad night friend reunion the room clean new feel nice citi view free bottl water room upon arriv check breez room readi even though sever hour earli all staff friendli help excel breakfast
17,1,the conrad hotel beauti hotel our room perfect beauti everi way i impress i hard pleas high standard it clean aesthet pleas date gorgeou i would definit stay i love the locat superb attach nordstrom northbridg mall ca n't wait go back
18,1,my boyfriend i decid stay conrad chicago anniversari the second walk immedi look feel room white luxur bed king bed plasma t.v./ subroofer/ surround sound speaker boyfriend impress i remind n't come chicago hotel room larg bathroom w/ tub separ stand-in shower granit countertop his/ robe slipper the view n't great 6th floor realli high enough see anyth side build next u not larg room mean n't go citi hotel room it prefect size amount time actual room we got great rate hotels.com i think go rate usual closer mid 's i 've stay quit hotel downtown area none ever impress one we definit stay next trip citi
19,1,got good deal weekend pacag hotel say nicest stay i dozen busi trip chicago all room suit staff friendli profession restaur world extra like great health club turn servic complimentari morn beverag deliv room room clean everi need attend without feel intrud will defin stay
20,1,i stay fairmont night found whole experi excel i given larg room great view citi breakfast extrem good locat central i could wish the pool larg felt luxuri great earli morn swim in even i spent time hotel bar friend excel highli recommend base explor chicago
21,1,we went chicago see exhibit art institut select fairmont close although lobbi still renov experi hotel uniformli posit the room nice size newli remodel immacul the glitch involv get room coffe replenish the maid bedtim first night still n't coffe we call front desk immedi deliv fresh suppli the restaur littl underwhelm mani place go within block probabl would n't eaten after stay close dozen differ chicago hotel may hotel return whenev return
22,1,i actual book reserv hotel phone got great rate -- much lower usual price it love hotel beauti appoint walk distanc place want go we would highli recommend fairmont
23,1,name price pricelin 50.00 buck hotel room great clean clean new fresh crisp sheet comfort bed flat screen tv clean carpet nice bath etc short distanc food sightse i highli recommend properti be prepar pay 40.00 per night park hey it hyatt they also charg 5.00 bottl water normal buck for total 100.00 nightli stay chicago place n't drink bottl water happi travel
24,1,check-in fast room perfect problem thi standard big-citi busi hotel everi amen imagin i got good deal one-night stay made money back exorbit park rate absurd access fee wireless internet if bore routin hotel fare walk two block gourmet pantri n. michigan refresh chang
25,1,arriv 06/04/05 greet friendli doorman zip 5th floor lobbi veri open lobbi area friendli recept staff room 12th floor nice everyth order clean the king size bed nice night i rest sleep bathroom larg separ glass shower stall the room furnish everyth i need includ internet hook-up access also walk thru 5th fl westfield north bridg shop mall enjoy nordstrom store of cours 're step michigan ave. the central locat hotel great i could walk place the cta subway stop grand ave. red line easi block walk i stay next trip chicago
26,1,simpli nice place stay ... i great deal room impress qualiti hotel staff help abl let check help print board pass neg it frustrat nowaday free internet hotel 's pay internet neg loud phone may hear neighbor phone shower
27,1,we stay conrad one even amaz room would like stay longer we newli renov 9th floor room gorgeou super clean there flat screen bose sound system even ihom ipod wireless free bring free bottl water turn everyon help friendli we ca n't wait go back
28,1,we spent week hotel pleas experi a describ previou review room comfort huge televison bathroom particularli outstand servic excel overal i especi like bottl water bedsid turn servic the door bellmen/women particularli pleasant help concierg friendli knowledg we complet satisfactori though overpr drink bar n't eat restaur the health club fine equip well maintain while three treadmil two elipit stepper i never wait machin although might differ stori dead chicago winter one minor quibbl -- i like coffe first thing morn in-room coffe maker the restaur offer free coffe 'to-go eight am thi comfort attract hotel wonder locat chicago expens citi felt got reason valu money
29,1,i book room hyatt pricelin abl get rate 45/night ca n't go wrong the room nice spaciou clean contain amenti travel would need i say i fallen love hyatt chain due custom servic i stay hotel differ citi staff alway extrem friendli n't often see hotel i use self-check machin custom servic person check make sure everyth go smoothli then saw room high level offer chang i could better view i would highli recommend hotel
30,1,thi hotel perfect locat downtown chicago shop the thing pool extrem small indoor look much larger websit
31,1,the omni fabul locat michigan avenu within block type store includ sak nordstrom h m filen basement maci la perla appl bloomingd ..... i could go the room fabul comfort nice big flat screen tv nice size bathroom they charg wi-fi found click ye join guest program could go sign-on screen right email without actual complet registr we got hotel 214/night pricelin felt terrif deal
32,1,stay junior suit beauti spaciou it largest flat screen tv i ever seen hotel great excus catch movi the breakfast buffet great serv hotel huge atrium nice the servic top notch stay lower floor east tower great wait elev alway empti the shed aquarium complet wast time money field musium amaz chicago remain tie london favourit citi
33,1,i 'll keep short my wife daughter i stay hotel night we go sever vacat year great hotel locat it locat center magnific mile michigan ave. near easili access everyth might want hotel the hotel clean room maid servic excel includ 2x daili clean turndown servic i think miss night servic everi staff member encount super friendli kind they alway someon lobbi door greet smile everi night milk cooki wait room sometim chocol pillow they alway push elev button near there shortag peopl ask thing my conplaint congierg tough get they shouuld one longer hour other we breakfast restaur good well attend appoint they even carri wife plate tabl buffet the pool nice addit hit kid it nice go swim long day walk pool chang area spotless room clean sunni spaciou probabl sq ft. tv couch desk chair perfect shape the window open fresh air pillow pretti comfort with aspect consid i think unbeat valu i would hesit stay recommend friend i truli noth neg say hotel it wonder stay miss omni hit right formula make guest feel like welcom person oppos nuisanc number the airlin corner market
34,1,my husband i fairmont chicago recent confer we stay spaciou suit all amen appear recent updat excel shape the bed comfort view great i love product bathroom use pristin tub two three night the room quiet relax we ate restaur downstair aria although pricey excel the staff consist attent respons it evid everyon well-train i would love stay
35,1,i stay fairmont profession confer while i say confer meet room small term travel 's comfort hotel except i ca n't think singl thing room n't perfect the accommod luxuri hotel conveni situat within walk distanc mani chicago attract
36,1,great hotel wonder locat i stay hotel last weekend one night come home i love i could n't recommend highli enough evid popular busi staff still help the room love spaciou clean bathroom clean bright spaciou also i 'd definit recommend hotel 's close magnific mile
37,1,we return night conrad chicago everth hotel excel wonder room servic staff first class great view room the hotel locat great right centr magnific mile a wonder stay amaz citi made perfect stay conrad
38,1,nestl beaten path two block river fairmont chicago offer excel locat oper home base trip chicago the staff friendli help arrang mani sightse event enjoy citi there mani attract withiin easi walk distanc the art institut must see millenium park fun visit the architectur tour river depart dock close fairmont lot restaur nearbi the room excel club room worth extra expens we would definit stay
39,1,i stay omni band town the room amaz just walk hotel gorgeou i complaint prompt room servic friendli front desk mani shop beauti fountin just around great hotel great citi
40,1,great locat qualiti place stay love larg clean room queen size bed great staff help put u onto great restaur music bar coleman front desk great guy meet first impress sold hotel u person the hotel deliv anniversari cake u room compliment hotel show care guest mani thank great place stay
41,1,we paid night pricelin excel june our room fantast view hancock build river the room larg clean couch easi chair desk chair the bed newer 'non-bedspread style bed comfort bathroom larg well pleas room hyatt everi way we ate lobbi restaur attract decor bustl activ we got cobb salad i n't know food gener good the cobb so-so our complaint fee park car over-night daili fee internet mani place offer free internet day i wish hyatt would hop board concept we hate leav
42,1,we book room pricelin got good deal around per night we stay first night u trip didnt use mani hotel 's facil the hotel central locat chicago river shop north michigan avenu around mile navi pier our room clean comfort 29th floor good view citi could see lake michigan though weather bad the layout room littl peculiar bed face away window complaint hotel unlik review disturb nois guest so pro con pro help friendli staff clean comfort throughout spaciou room larg airi public area starbuck gift shop lobbi con a larg hotel long walk elev front desk lobbi area
43,1,my husband i decid take trip chicago last minut quickli chose conrad realli know 's locat we pleasantli surpris find almost right michigan ave. it 's connect nordstrom right heart downtown great shop the hotel fabul the staff extrem help give suggest show restaur i recommend go joe 's 's right across street hotel everyon rave .but could n't get reserv the room wonder bed pillow comfort it warm invit atmospher my husband love workout room i highli recommend conrad
44,1,staff friendli room well kept like typic hyatt locat hotel huge two build room good locat close michigan ave subway park 48/day ouch i bid pricelin
45,1,i stay fairmont attend confer i pleas hotel the doorman offer umbrella i head walk ... sure enough start rain soon after- i would soak upon return doorman ask walk etc thi reflect staff i encount the front desk promptli check definit regist reward program arriv ... the complimentari gym access excel plu save internet access fee waiv member the bathroom separ dress area larg conveni the negative- coffe maker and starbuck adjac build close weekend sinc area corpor offic close day otherwis stay perfect consid confer rate per night
46,1,i stay busi love got inc tax pricelin incred deal hotel if i n't pricelin i would expect pay per night mayb location/level servic it 's heart downtown chicago walkabl mani locat the lobbi impress room nice no complaint check-in check-out i alon n't go bar look like peopl realli enjoy it full peopl time i want stay i come back husband fun weekend citi
47,1,just back night stay omni would thoroughli recommend staff bent backward assist anyth matter minut great locat magnific mile lot adult 10yo daughter if find fault would extra charg tax etc room servic bar restaur cheap day would definit recommend especi famili
48,1,for price marriott spent night tax enjoy brief stay a other note hotel recent renov room furnish attract sleek scandanavian-typ design the staff polit attent seem match redesign hip kind feel the park pricey i use adjac lot self-park other note lack water-pressu shower disappoint good locat would return esp pricepoint
49,1,the concierg help without hesit best recommend restaur attract turn wonder they even gave u busi card restaur take reserv could obtain preferenti immedi seat 's love health club back hotel by join presid club cost ten dollar day use facil the room larg updat view look direct the coffe maker room except locat great get mostli anywher park overpr took cart underground millennium garag 25.00 per hour block walk hotel
50,1,we got great deal hotel found travelzoo we stay one night impress the sevic fantast moment step properti the hotel smell wonder immacul our room enorm perfect we great view citi lake the bed extrem comfort we never heard nois outsid room the bathroom nice size consid must one smaller room hotel two could get readi comfort locat perfect michigan ave step away millenium park we would definetli stay especi could get great deal
51,1,we got hotel chanc sinc decid spur moment spend nite chicago 7/24/09 we went thru pricelin lucki get room hotel normal rate around the room superb 29th floor nice king bed hotel 1.5 block michigan ave locat conveni park expens nite park right next door selfpark we decid breakfast hotel restaur save u walk elsewher we order buckwheat pan cake egg benedict they absolut delici stun u sinc n't expect type experi hotel restaur especi breakfast glad n't pick breakfast buffet sinc special menu much better i highli recommend beauti cozi hotel chicago visit
52,1,we return first trip chicago stay omni i read mani review trip advisor pick omni base wonder review right the locat staff room amen etc wonder huge thank ta member suggest sign prefer member program we left receiv complimentari beverag morn newspap among perk i love woken fresh orang juic chicago tribun newspap we room perfect corner suit two side room window great view the room huge gorgeou king bed great live area plasma tv the bathroom amen wonder i love soak tub miner salt provid the turn servic great well we would come back room relax music play bed readi u we ate restaur twice breakfast buffet delici the blueberri muffin best i ever everyth fresh prepar perfectli the staff omni accomod everyon alway smile ask stay have thank concierg melissa curti they help great dine suggest map everyth want i also use gym stay great all machin top notch treadmil lcd tv attach and gym two plasma they also cold lemon water workout i stickler cleanli sparkl everi morn it realli fantast stay omni would never stay anywher els i also want mention never heard construct everyth quiet slept wonder big comfi bed thank trip advisor anoth great trip suggest
53,1,i stay hotel time year busi love the staff great room spaciou clean locat perfect shop dine michigan ave. plu sign omni select membership free get free wireless internet access
54,1,we usual stay sofitel thought would tri conrad chang i n't think i would rate hotel sofitel still 1st class but i think servic better conrad we arriv hotel restaur close soon tabl left normal servic go hill waiter eric best even i kept order dinner port the meal may the chop hous still good the bar ok crown reserv they cask drink ouch the room servic quick our room clean maid replac everyth includ ashtray visit the fault could find temperatur 14th floor it hot window open whole time heat turn complet which n't bad sinc wife smoke the temp 5th lobbi bar restaur fine we enjoy hotel enough back sept. one last thing like cheap fantast breakfast go west egg block away
55,1,we stay omni christma new year 's get away day we found web deal got penthous suit cheap so year check onlin day christma deal it also includ park great price huge suit overlook downtown chicago best locat walk everywher my yr old love swim night chocol cooki pillow ca n't wait go back
56,1,stay night bridgestone/fireston convent no complaint room great beauti view staff accommod had drink appet main bar fantast great locat ye 's huge hotel 's use convent n't stop great place
57,1,i left conrad chicago noth good thing say we use hilton point stay paid 35/night upgrad junior suit we room i would reccomend peopl ask odd number room view look north michigan ave. our room modern larg hd/flat panel tv bose speaker sound system big window actual open the bed line nice towel ok the room clean bath room seper shower tub marbl everywher robe slipper etc the work room good differ machin free weight there clean towel workout room we never ate hotel i ca n't comment food price there starbuck across street michigan espresso bar attach nordstrom ground floor hotel it nice littl mall right hotel the locat hotel could better we walk distanc everyth everi kind shop din experi could possibl want within mile over hotel boutiqu feel even though part hilton chain
58,1,my friend i stay one night love hotel it awesom water featur hotel great larg bar like hyatt comfort bed lot 's pillow larg bathroom
59,1,thi great properti excel locat wonder staff everyon accommod polit the room i 23rd floor like suit live area bedroom the live room spaciou plasma tv desk couch the bed comfort toiletri good qualiti in close place umbrella came handi rain whole time i chicago the internet connect 9.95/24hr great place i return sure
60,1,great hotel heart chicago busi pleasur room recent upgrad modern larg flat screen tv marbl bath room suit great desk kitchenett comfort bed free wireless internet ... everyth could ask locat easi walk magnifici mile lot great restaur staff friendli help short cab ride loop
61,1,i recent stay fairmont chicago found fantast hotel staff alway courteou help front desk staff check-in wait staff aria restaur maid clean room the room recent updat larg flat-screen tv 's beauti linen except toiletri room my room even view monro st. harbor it truli first-rat hotel locat south river east michigan ave -- normal stay north river seem littl way 's possibl downtown chicago howev locat significantli lower street nois the hotel excel access millennium park aon center connect concours block shop north michigan ave i ate dinner aria fantast room servic breakfast quit good well overal i 'd stay minut i busi loop leisur plan millennium grant park
62,1,we stay omni chicago night earli juli juli 1-3 the reason chose hotel simpli great deal got travelzoo we got pretti good rate includ valet park voucher food beverag i also sign loyalti program worth i concern first would treat like second-class guest price paid but i total wrong they treat u extrem well befor arriv i got email ask need anyth so i ask fridg store babi milk and arrang u without charg we arriv late thursday night our room readi u upon arriv fridg i request we given corner suit 10th floor ... nice room ... comfi bed my husband realli wowwwww the bed made readi u bedroom sofa-b n't use sofa-b though we got high-spe internet part loyalti program all staff friendli help ... front desk valet park bell boy room servic concierg ... everyon we use voucher room-servic breakfast morn the first day great food great quick we also got complimentari beverag part loyalti program we order oj hot chocol they good order next morn but disappoint hot chocol tast pretti horribl it tast like left-ov coffe mix water bit chocol also order belgian waffl breakfast suppos come whip cream strawberri ... got plain waffl so call restaur wait get thi i n't give servic howev i report issu front-desk check front-desk staff took care charg u meal anoth thing 's quit noisi night even though high floor we could hear siren go night but hotel 's control though and i would say n't bother u my babi could sleep well overal realli enjoy stay would definit consid omni next trip chicago
63,1,my wife i travel chicago realli treat like royalti hotel staff my brother wife also stay period the front desk staff concierg star buck server restaur loung server wonder the room spaciou flat screen tv realli great the bath room real plu ... huge everyth one desir great view 20th floor michigan avenu overal great stay highli recommend
64,1,thi weekend trip friend i we book coupl room ask advanc reserv connect way our room right next one anoth request a almost everyon 's first time chicago bit cold-search hotel and choic next perfect i amaz time first visit chicago larg due hotel the custom servic amaz everyon extrem nice help one room order late night room servic rave felt order star lunch fresh order food pm delici my friend suggest full-staff food came quickli in anoth room housekeep accident discard cd replac cd player ipod dock the concierg exact cd purchas readi check-out neighbor record store our rate includ complimentari breakfast fantast everyth freshli made kitchen an ad bonu hotel attach mall therefor n't need leav build get pair shoe coffe type trinket i beyond pleas hotel would stay without hesit
65,1,my wife i stay hotel end may she came weekend function extend trip take citi we got deal hotel travelzoo 249/night stay 99/night plu got full buffet breakfast the room wonder extrem larg king size bed expans sit area we use smaller hotel littl room move the bed extrem comfort lot pillow no wear damag room except sink tap drip bit poor tap we could upgrad river view 20/night chose we enjoy room 22nd floor look south the buffet breakfast great lot choos fresh made order egg non stop coffe juic server eager pleas great breakfast includ night stay might bit dear pay 22/person it nice sit relax good breakfast coffe newspap figur catch morn meal concierg desk help suggest place eat alway inform readi provid map direct multipl suggest even make reserv card includ admit without pay cover charg jazz club locat great block el transport easi walk distanc park right river if chicago would hesit stay a swim pool would nice miss
66,1,we recent complet second stay fairmont chicago the check-in process quick painless front desk staff almost disinterest whole procedur that fine i travel busi leisur trip i would appreci warmer greet the hotel host convent time stay see signage/attende lobbi would n't notic thi probabl due separ confer area guest room speedi elev we stay parkview suit larg room great view millenium park the anteroom well appoint sofa coffe tabl desk mini-bar sink coffe maker dine area the bedroom appear standard fairmont room mayb slightli larger the bathroom also appear similar standard fairmont room possibl slightli larger the upscal modern decor pleas overtli luxuri sever small touch shoe shine station extra collar tab pepper throughout we book even activ concierg everyth perfectli handl the hotel restaur aria could n't find reserv oddli new name rememb hotel call make reserv u they problem seat u dinner food servic love minor complaint the pillow could better i 'm sure rememb prefer non-down bed last visit serious thing bare felt like pillow i 'll suffer congest i get better neck support also valet park attend seem overli eager take car charg and i mention front desk experi could improv best featur after first stay i gave brief review comment section fairmont presid 's club membership free websit i receiv phone call director room day ask discu experi after stay i left comment essenti thank hotel staff great stay still receiv warm friendli phone call director room ask could anyth improv next stay kudo fairmont take custom serious 've loyalti
67,1,my husband i stay new year eve weekend thi excel hotel excel locat hotel tast decor warmli welcom the room best electron i 've ever seen love soak tub spaciou shower stall the hotel restaur seem empti everytim walk avoid ate joe 's across street excel seafood and shop til drop without go outsid nordstrom four stori mall attach lot good 'food run place love chicago love conrad i go back
68,1,i vacat fairmont chicago night juli the room bathroom view staff wonder i wish hotel block north mi ave sometim 're tire extra coupl block seem like mile
69,1,thi second time two month stay great the room nice clean the staff terrif alway attent my concern would never seem anyon concierg desk
70,1,my wife i stay middl februari we took el subway hotel o'har it conveni the lobbi nice room clean comfort i 've stay mani hotel room bed comfort i 've ever slept the hotel locat great area close everyth walk distanc almost interest site chicago would definetli recommend hotel anyon visit great citi
71,1,we stay sever high end place chicago still favorit locat superb staff particularli graciou welcom without cloy cornel front desk unfailingli help concierg we love extra room suit provid join frequent guest program high speed internet grati breakfast beverag deliv along newspap morn time choos bed excel qualiti offer truli amaz blackout curtain we never bad stay hotel
72,1,we stay fairmont two night sofa art fair navi pier i impress bellman call u name met taxi pronounc correctli quit unusu everyon smile welcom u the lobbi look clean friendli ultramodern tire worn our room also clean comfort furnish larger expect clean modern bath love view navi pier lake we eat restaur look attract our problem ask non-feath pillow upon reserv room upon check call housekeep after wait hour went bed the next day check-in desk person extrem apologet time return feather replac foam non-allergen materi the hotel conveni millenium park michigan ave. we would stay assum could get good rate
73,1,book pricelin insan low price night the bf i amaz got -- person check u friendli help suggest local nightspot room gorgeou a nice upscal downtown feel super comfi bed we fabul view 25th floor inlclud sliver lake michigan sliver tast chicago crowd friendli offic worker builid next door wave u time serious we pretti anonym experi rest stay -- fine u the hotel consist mainli tower like huge sprawl citi insid but n't stay hotel room entir time ... like get explor much possibl the locat fantast easi walk distanc michigan avenu rest downtown we walk block well night never felt like need cab i also highli recommend urban cruis river entranc right across hotel -- saw amaz architectur boat got cruis lake michigan bit do n't park car n't need -- 's expens park downtown ditch rental car -- wo n't need anyway walk ton stuff grab cab love chicago total recommend hotel
74,1,from moment i step front entranc luxuri servic began i enjoy everi minut fairmont the king room spaciou decor chic the coffe maker coolest bathroom huge i realli like separ shower tub separ door toilet the dessert chees spread eno yummi befor fairmont w hotel favorit chain hotel stay
75,1,the review read bit mix i thought excel i 've stay the splendido villa d'est other n't compar it n't claim space i expect notch four season prove a small notch love clean bright room superb view quiet comfi bed etc excel servic round nice staff for money qualiti stack well inde could n't realli fault way given half cost four season pretti close term overal experi we go chicago great locat
76,1,my husband i wonder stay omni chicago hotel i contact custom servic repres prior stay request quiet suit when arriv greet u confirm get exactli i request -- our suit partial view lake and abl check earli the servic hotel incred everyon made u feel welcom took care respond question request the suit quiet even though east side hotel near michigan avenu housekeep prompt thorough we realli could n't ask better hotel we definit stay futur trip chicago recommend hotel anyon travel
77,1,at last minut son i decid take quick trip chicago see cub after check pricelin i decid book omni great price airfar hotel we arriv hotel around noon room readi i call ahead request earli arriv .the front desk treat u like best customers-veri friendli accomod the room wonder modern convienc would expect upscal hotel the room spotless bed veri comfort there one sign bed bug mention previou review-mayb bed bug luggag transfer room we went hotel restaur lunch our servic great food we also tri sever restaur around omni-al within walk distanc the servic cleanli locat omni incred we definit go back
78,1,i stay hyatt two night busi trip my room oddli shape give stun view river nbc build both room bathroom spotless room air purifi ran silent the hotel well staf individu knowledg hotel surround area i would hesit stay plan return wife weekend
79,1,i travel chicago last week daughter christma shop we book conrad base review tripadvisor it live expect great big room two king size bed veri comfort breakfast great load choic plenti plate great locat connect shop mall use day snow all great hotel would go back morn chicago great citi friendli peopl
80,1,the sheraton wonder hotel when mom flew realli tire decid take quick nap we didnt want get the bed absolut die i want take home the servic great probabl one biggest biggest hotel ive ever stay they realli nice restaur insid excel food
81,1,we alway stay sheraton chicago hotel tower take kid citi you ca n't beat locat walk distanc navi pier michigan ave the hotel also coupl block fabul fox obel high end groceri store mani prepar item avail go great cafe serf stellar breakfast the hotel staff profession courteou room adequ comfi bed my kid enjoy pool 's window overlook chicago river
82,1,just got back three night knickerbock went chicago last minut christma shop hotel great locat north end michigan ave. half block away staff nice profession everyon came contact help grant older hotel room bigger closet we book standard room arriv upgrad delux room good size room nice furnish comfort bed bathroom somewhat small housekeep great job clean room everi day did eat restaur nix saw sever peopl get order deliv bar overheard comment say food good drink servic martini bar slow martini run veri good drink n't shi away liquor valet park day in/out privilig overal great stay would defin stay hotel futur
83,1,stay januari -20. even enjoy much could wait get back chicago great town visit homewood suit place stay period stay 9/5/2009 9/5/2009 enjoy everi day p. weather high 70 get back hotel fantast everyth need write heart citi two seper room handi teenag son full kitchen laundri 7th floor seveal foodmarket within walk distanc everyth within walk distanc wont need car valet park wont want one dont take word check wont disappoint oh mention free breakfast dinner job done brainer book p. there also beach within walk distanc
84,1,the locat hotel excel besid subway bu stop free trolley bu navi pier besid hotel the room spaciou kind big solo travel the view room excel great view sleep night the bathroom spaciou room big wardrob the kitchen microwav oven cook utensil some cook utensil bit dirti probabl use sometim howev microwav oven use i heat food eat night you easili walk magnific mile cut across shop mall across road do check pizzeria uno near hotel serf delici deep dish pizza for cheaper food check foodcourt shop mall the hotel also serf breakfast dinner mon thur i find food fantast pretti decent i strongli recommend hotel everyon go chicago
85,1,thi wonder hotel amen everyon help the breakfast buffet wonder the bed 'just like home we would definit stay a nice touch water bottl left car u enjoy way home it littl touch like make hotel one best
86,1,swissotel cleanest hotel i ever stay the room bathroom quit larg downtown chicago the pool hot tub also nice i would defin recommend hotel we n't hear nois room guest citi it great locat walk distanc millenium park loop michigan ave
87,1,i enjoy 3-day weekend swissotel chicago a friend mine book got great rate cheaper even fleabag motel so keep eye special the view great locat prime the staff help the room larg doubl bed i one complaint our room next sort storag mechan room employe i think would sneak talk phone the sound came right though vent bathroom could hear plain-as-day fortun sound bathroom n't like kept u night it littl weird overal great stay i definit stay
88,1,hi stay three night recent from check check staff member went way make sure everyth ok anyth could help u direct restaur transport noth much troubl the dinner monday thursday 5-7 wonder surpris also breakfast adequet stay 15th floor slept soundli hotel close everyth tourist busi traveller.restaur shop within 5-10 min
